paper_id,row_idx,year,team_size,members,member_ids_or_names,n_skills,skills,skill_weights,skills_with_weights,missing_weight_skills
2914687076,99123,2020,3,2196297367_dima_grigoriev|2013300328_james_h._davenport|2620041422_andreas_weber,1339|3156|11651,11,discrete_mathematics|mathematics|algorithm|graph_theory|gaussian_elimination|parametric_statistics|numerical_analysis|symbolic_computation|parameter_space|biological_network|cylindrical_algebraic_decomposition,0.44064|0.41717|0.46587|0.50739|0.48827|0.51911|0.47017|0.58110|0.52939|0.51598|0.51046,discrete_mathematics:0.44064|mathematics:0.41717|algorithm:0.46587|graph_theory:0.50739|gaussian_elimination:0.48827|parametric_statistics:0.51911|numerical_analysis:0.47017|symbolic_computation:0.58110|parameter_space:0.52939|biological_network:0.51598|cylindrical_algebraic_decomposition:0.51046,
2920936890,99124,2020,3,2122434521_yuefeng_li|2123116766_yu-chu_tian|2148861000_maolin_tang,5570|11839|14149,11,distributed_computing|engineering|resource_management|quality_of_service|control_engineering|virtual_machine|efficient_energy_use|profiling_(computer_programming)|cloud_computing|data_center|reduction_(complexity),0.47015|0.35379|0.58149|0.48617|0.45328|0.56678|0.56659|0.47201|0.55664|0.51436|0.48776,distributed_computing:0.47015|engineering:0.35379|resource_management:0.58149|quality_of_service:0.48617|control_engineering:0.45328|virtual_machine:0.56678|efficient_energy_use:0.56659|profiling_(computer_programming):0.47201|cloud_computing:0.55664|data_center:0.51436|reduction_(complexity):0.48776,
2940632674,99125,2020,4,2137211123_kui_ren|2171804313_guoliang_li|2668553490_qi_li|2308064031_qian_wang,6266|6774|8882|9241,11,computer_science|artificial_intelligence|computer_vision|computer_security|communication_channel|encryption|grid|server|task_analysis|security_properties|crowdsourcing,0.46391|0.00000|0.43667|0.46354|0.44337|0.55046|0.49898|0.54444|0.50149|0.00000|0.58686,computer_science:0.46391|artificial_intelligence:0.00000|computer_vision:0.43667|computer_security:0.46354|communication_channel:0.44337|encryption:0.55046|grid:0.49898|server:0.54444|task_analysis:0.50149|security_properties:0.00000|crowdsourcing:0.58686,
2945228715,99126,2020,4,43892785_stefano_paraboschi|2087987499_pierangela_samarati|1957144376_sabrina_de_capitani_di_vimercati|1899658651_sara_foresti,658|964|2223|7059,11,computer_science|artificial_intelligence|computer_vision|computer_security|encryption|resource_management|slicing|economic_benefits|cloud_computing|supply_and_demand|cloud_storage,0.44720|0.00000|0.38652|0.46558|0.49145|0.59950|0.41078|0.00000|0.61795|0.48095|0.63681,computer_science:0.44720|artificial_intelligence:0.00000|computer_vision:0.38652|computer_security:0.46558|encryption:0.49145|resource_management:0.59950|slicing:0.41078|economic_benefits:0.00000|cloud_computing:0.61795|supply_and_demand:0.48095|cloud_storage:0.63681,
2950978907,99127,2020,4,2571495213_min_chen|2098800101_m._shamim_hossain|2589962325_wei_li|2018012874_abdulhameed_alelaiwi,7115|8637|12331|12881,12,mathematics|artificial_intelligence|machine_learning|human–computer_interaction|snapshot_(computer_storage)|vulnerability|information_fusion|monitoring_system|mobile_internet|data-driven|emotion_recognition|affective_computing,0.30781|0.00000|0.44159|0.45177|0.39153|0.41258|0.00000|0.00000|0.00000|0.42843|0.00000|0.61237,mathematics:0.30781|artificial_intelligence:0.00000|machine_learning:0.44159|human–computer_interaction:0.45177|snapshot_(computer_storage):0.39153|vulnerability:0.41258|information_fusion:0.00000|monitoring_system:0.00000|mobile_internet:0.00000|data-driven:0.42843|emotion_recognition:0.00000|affective_computing:0.61237,
2951203659,99128,2020,3,2137211123_kui_ren|2143898475_zhenfu_cao|2105361934_xiaolei_dong,6266|6991|7689,12,computer_science|artificial_intelligence|computer_vision|computer_network|authentication|encryption|authentication_protocol|server|message_authentication_code|public-key_cryptography|ciphertext|location-based_service,0.44736|0.00000|0.40540|0.46262|0.55081|0.54917|0.60228|0.50730|0.54175|0.53216|0.51180|0.51583,computer_science:0.44736|artificial_intelligence:0.00000|computer_vision:0.40540|computer_network:0.46262|authentication:0.55081|encryption:0.54917|authentication_protocol:0.60228|server:0.50730|message_authentication_code:0.54175|public-key_cryptography:0.53216|ciphertext:0.51180|location-based_service:0.51583,
2951464224,99129,2020,3,2059910451_jiebo_luo|2039801083_tao_mei|2925168341_zheng-jun_zha,1129|7135|8691,10,mathematics|artificial_intelligence|hierarchy|pattern_recognition|computer_vision|discriminative_model|minimum_bounding_box|feature_extraction|quantitative_evaluations|convolutional_neural_network,0.35929|0.00000|0.41436|0.46773|0.45396|0.48549|0.52759|0.53320|0.00000|0.56363,mathematics:0.35929|artificial_intelligence:0.00000|hierarchy:0.41436|pattern_recognition:0.46773|computer_vision:0.45396|discriminative_model:0.48549|minimum_bounding_box:0.52759|feature_extraction:0.53320|quantitative_evaluations:0.00000|convolutional_neural_network:0.56363,
2952322013,99130,2020,3,1972602906_patrizio_colaneri|2073306696_franco_blanchini|2308883065_graziano_chesi,11401|11402|14209,6,computer_science|mathematical_optimization|regular_polygon|multivariate_polynomials|biological_network|structural_stability,0.41810|0.46305|0.46508|0.00000|0.45516|0.45016,computer_science:0.41810|mathematical_optimization:0.46305|regular_polygon:0.46508|multivariate_polynomials:0.00000|biological_network:0.45516|structural_stability:0.45016,
2952624925,99131,2020,4,2152055663_zhiyong_feng|2127360511_ren_ping_liu|2236956829_wei_ni|2120293660_wenjun_xu,9007|10357|11173|11980,12,computer_science|artificial_intelligence|computer_vision|computer_network|communication_channel|fading|decoupling_(cosmology)|wireless|secrecy|convergence_of_random_variables|eavesdropping|maximal-ratio_combining,0.40209|0.00000|0.38549|0.42043|0.44662|0.48997|0.41431|0.46700|0.47563|0.43510|0.53767|0.49261,computer_science:0.40209|artificial_intelligence:0.00000|computer_vision:0.38549|computer_network:0.42043|communication_channel:0.44662|fading:0.48997|decoupling_(cosmology):0.41431|wireless:0.46700|secrecy:0.47563|convergence_of_random_variables:0.43510|eavesdropping:0.53767|maximal-ratio_combining:0.49261,
2953683172,99132,2020,4,136859070_witold_pedrycz|2145586806_laurence_t._yang|2659490034_jun_liu|1965944055_zheng_yan,2609|5714|13360|13565,5,mathematics|artificial_intelligence|machine_learning|sensor_fusion|heterogeneous_network,0.33425|0.00000|0.45216|0.58132|0.57237,mathematics:0.33425|artificial_intelligence:0.00000|machine_learning:0.45216|sensor_fusion:0.58132|heterogeneous_network:0.57237,
2954148014,99133,2020,3,2125104194_philip_s._yu|2525822525_jian_wu|2248621837_liang_chen,1154|7079|11351,12,computer_science|data_mining|artificial_intelligence|machine_learning|factorization|artificial_neural_network|filter_(signal_processing)|segmentation|novelty|information_overload|mobile_apps|mobile_app,0.45911|0.46713|0.00000|0.47426|0.37599|0.50793|0.43309|0.45086|0.47666|0.49253|0.00000|0.00000,computer_science:0.45911|data_mining:0.46713|artificial_intelligence:0.00000|machine_learning:0.47426|factorization:0.37599|artificial_neural_network:0.50793|filter_(signal_processing):0.43309|segmentation:0.45086|novelty:0.47666|information_overload:0.49253|mobile_apps:0.00000|mobile_app:0.00000,
2955049808,99134,2020,3,2127360511_ren_ping_liu|2109950266_y._jay_guo|2236956829_wei_ni,10357|11125|11173,12,computer_science|artificial_intelligence|pattern_recognition|computer_network|workload|markov_model|adaptive_system|network_operations_center|power-system_protection|denial-of-service_attack|cascading_failure|computer_virus,0.43444|0.00000|0.42030|0.45358|0.44567|0.50507|0.48956|0.50694|0.46416|0.48570|0.56327|0.48459,computer_science:0.43444|artificial_intelligence:0.00000|pattern_recognition:0.42030|computer_network:0.45358|workload:0.44567|markov_model:0.50507|adaptive_system:0.48956|network_operations_center:0.50694|power-system_protection:0.46416|denial-of-service_attack:0.48570|cascading_failure:0.56327|computer_virus:0.48459,
2956959730,99135,2020,3,2164878939_baoquan_chen|2141729011_zhouchen_lin|2151954441_liqiang_nie,2897|7127|11122,11,mathematics|artificial_intelligence|pattern_recognition|visualization|kernel_(linear_algebra)|discriminative_model|complementarity_(molecular_biology)|feature_extraction|modalities|cooperative_learning|overfitting,0.36480|0.00000|0.46361|0.47864|0.45711|0.51663|0.48008|0.51005|0.45614|0.49904|0.53583,mathematics:0.36480|artificial_intelligence:0.00000|pattern_recognition:0.46361|visualization:0.47864|kernel_(linear_algebra):0.45711|discriminative_model:0.51663|complementarity_(molecular_biology):0.48008|feature_extraction:0.51005|modalities:0.45614|cooperative_learning:0.49904|overfitting:0.53583,
2962918709,99136,2020,3,2146901811_wen-tsuen_chen|2171185076_jemin_lee|2098710421_chun-i_fan,310|11479|11786,12,computer_science|artificial_intelligence|computer_vision|computer_network|authentication|mobile_telephony|handover|anonymity|mobile_device|base_station|authenticated_key_exchange|small_cell,0.42606|0.00000|0.38553|0.46018|0.50489|0.51777|0.52152|0.51980|0.49022|0.51524|0.50008|0.54711,computer_science:0.42606|artificial_intelligence:0.00000|computer_vision:0.38553|computer_network:0.46018|authentication:0.50489|mobile_telephony:0.51777|handover:0.52152|anonymity:0.51980|mobile_device:0.49022|base_station:0.51524|authenticated_key_exchange:0.50008|small_cell:0.54711,
2963081547,99137,2020,3,2138469899_debin_zhao|2112501112_shaohui_liu|2595303683_feng_jiang,3496|5438|6766,11,mathematics|artificial_intelligence|pattern_recognition|computational_complexity_theory|matrix_(mathematics)|sampling_(statistics)|deep_learning|iterative_reconstruction|convolutional_neural_network|compressed_sensing|matching_pursuit_algorithms,0.37508|0.00000|0.46977|0.49288|0.52355|0.51554|0.54931|0.55344|0.55453|0.58858|0.00000,mathematics:0.37508|artificial_intelligence:0.00000|pattern_recognition:0.46977|computational_complexity_theory:0.49288|matrix_(mathematics):0.52355|sampling_(statistics):0.51554|deep_learning:0.54931|iterative_reconstruction:0.55344|convolutional_neural_network:0.55453|compressed_sensing:0.58858|matching_pursuit_algorithms:0.00000,
2963134949,99138,2020,4,2591563278_chen_chen|2164829603_junjun_jiang|2151584597_jia_wu|2698415430_jiayi_ma,12615|12774|12797|13027,11,mathematics|artificial_intelligence|pattern_recognition|image_resolution|discriminative_model|sharpening|image_fusion|fusion_rules|infrared|generative_adversarial_network|infrared_image,0.31638|0.00000|0.44839|0.53843|0.45250|0.47903|0.56809|0.47124|0.46676|0.00000|0.00000,mathematics:0.31638|artificial_intelligence:0.00000|pattern_recognition:0.44839|image_resolution:0.53843|discriminative_model:0.45250|sharpening:0.47903|image_fusion:0.56809|fusion_rules:0.47124|infrared:0.46676|generative_adversarial_network:0.00000|infrared_image:0.00000,
2963543535,99139,2020,4,2104853362_lingjiang_kong|2110245233_guolong_cui|2434467457_wei_yi|2128770514_zhi_sun,11971|12286|12775|13807,11,mathematics|algorithm|estimation_theory|control_theory|trajectory|fourier_transform|data_set|window_function|radar|acceleration|fractional_fourier_transform,0.35614|0.43472|0.50090|0.42310|0.48539|0.47034|0.43238|0.51521|0.56641|0.47383|0.50417,mathematics:0.35614|algorithm:0.43472|estimation_theory:0.50090|control_theory:0.42310|trajectory:0.48539|fourier_transform:0.47034|data_set:0.43238|window_function:0.51521|radar:0.56641|acceleration:0.47383|fractional_fourier_transform:0.50417,
2963774433,99140,2020,3,2006065444_marc_moonen|2078256164_marian_verhelst|2145525928_alexander_bertrand,5044|10834|11668,10,mathematics|algorithm|computational_complexity_theory|convergence_(routing)|control_theory|special_case|quantization_(signal_processing)|fuse_(electrical)|wireless_sensor_network|fusion_rules,0.37806|0.46979|0.51276|0.49834|0.45391|0.45075|0.51588|0.46682|0.55180|0.49802,mathematics:0.37806|algorithm:0.46979|computational_complexity_theory:0.51276|convergence_(routing):0.49834|control_theory:0.45391|special_case:0.45075|quantization_(signal_processing):0.51588|fuse_(electrical):0.46682|wireless_sensor_network:0.55180|fusion_rules:0.49802,
2963848928,99141,2020,3,2571495213_min_chen|2123979082_mohammad_mehedi_hassan|2621139341_di_wu,7115|9158|11245,11,mathematics|artificial_intelligence|machine_learning|computation|deep_learning|information_flow_(information_theory)|entropy_(information_theory)|data_collection|population|cloud_computing|data_center,0.35172|0.00000|0.46027|0.43392|0.48425|0.46672|0.45931|0.48479|0.52130|0.48176|0.46835,mathematics:0.35172|artificial_intelligence:0.00000|machine_learning:0.46027|computation:0.43392|deep_learning:0.48425|information_flow_(information_theory):0.46672|entropy_(information_theory):0.45931|data_collection:0.48479|population:0.52130|cloud_computing:0.48176|data_center:0.46835,
2964075274,99142,2020,3,2029230138_h._vincent_poor|685035541_holger_boche|2157520277_rafael_f._schaefer,786|8127|12778,10,computer_science|artificial_intelligence|data_modeling|pattern_recognition|computer_network|communication_channel|information_theory|key_generation|secrecy|source_model,0.44652|0.00000|0.50537|0.41130|0.45104|0.52330|0.51483|0.57327|0.53398|0.00000,computer_science:0.44652|artificial_intelligence:0.00000|data_modeling:0.50537|pattern_recognition:0.41130|computer_network:0.45104|communication_channel:0.52330|information_theory:0.51483|key_generation:0.57327|secrecy:0.53398|source_model:0.00000,
2964808424,99143,2020,3,2101867916_sam_kwong|2508586812_yun_zhang|2134010418_shiqi_wang,7163|9600|11079,9,mathematics|artificial_intelligence|machine_learning|coding_(social_sciences)|deep_learning|compression_ratio|workflow|boosting_(machine_learning)|video_encoding,0.35580|0.00000|0.46243|0.49964|0.50509|0.42824|0.46862|0.51214|0.00000,mathematics:0.35580|artificial_intelligence:0.00000|machine_learning:0.46243|coding_(social_sciences):0.49964|deep_learning:0.50509|compression_ratio:0.42824|workflow:0.46862|boosting_(machine_learning):0.51214|video_encoding:0.00000,
2964863143,99144,2020,3,2104853362_lingjiang_kong|2434467457_wei_yi|1971175456_giorgio_battistelli,11971|12775|12834,10,mathematics|mathematical_optimization|algorithm|posterior_probability|cluster_analysis|gaussian|cluster_(physics)|fusion|covariance_intersection|compensation_strategy,0.39019|0.44861|0.46986|0.54021|0.54218|0.49544|0.40733|0.43223|0.65426|0.00000,mathematics:0.39019|mathematical_optimization:0.44861|algorithm:0.46986|posterior_probability:0.54021|cluster_analysis:0.54218|gaussian:0.49544|cluster_(physics):0.40733|fusion:0.43223|covariance_intersection:0.65426|compensation_strategy:0.00000,
2965514477,99145,2020,3,2100637783_mingwei_xu|2306722670_ke_xu|2251040362_zhiliang_wang,3507|3962|6477,9,computer_science|distributed_computing|shortest_path_problem|software_deployment|network_packet|transmission_(mechanics)|bandwidth_utilization|software-defined_networking|multipath_transmission,0.43045|0.45267|0.52869|0.46401|0.54468|0.37437|0.00000|0.50675|0.00000,computer_science:0.43045|distributed_computing:0.45267|shortest_path_problem:0.52869|software_deployment:0.46401|network_packet:0.54468|transmission_(mechanics):0.37437|bandwidth_utilization:0.00000|software-defined_networking:0.50675|multipath_transmission:0.00000,
2966342255,99146,2020,3,2137211123_kui_ren|2540637924_yang_xiang|2496669422_jun_zhang,6266|9847|11973,11,computer_science|artificial_intelligence|machine_learning|semantics|adversarial_system|robustness_(computer_science)|malware|feature_extraction|bytecode|android_(operating_system)|repackaging,0.44710|0.00000|0.44203|0.42795|0.41387|0.46360|0.55081|0.44822|0.51028|0.55199|0.36574,computer_science:0.44710|artificial_intelligence:0.00000|machine_learning:0.44203|semantics:0.42795|adversarial_system:0.41387|robustness_(computer_science):0.46360|malware:0.55081|feature_extraction:0.44822|bytecode:0.51028|android_(operating_system):0.55199|repackaging:0.36574,
2966343323,99147,2020,3,2029230138_h._vincent_poor|685035541_holger_boche|2157520277_rafael_f._schaefer,786|8127|12778,12,turing|computer_science|artificial_intelligence|theoretical_computer_science|pattern_recognition|verifiable_secret_sharing|communication_channel|computable_function|communications_protocol|turing_machine|secure_communication|communications_system,0.63566|0.46389|0.00000|0.46541|0.41043|0.47746|0.46990|0.65038|0.48287|0.67017|0.51842|0.48338,turing:0.63566|computer_science:0.46389|artificial_intelligence:0.00000|theoretical_computer_science:0.46541|pattern_recognition:0.41043|verifiable_secret_sharing:0.47746|communication_channel:0.46990|computable_function:0.65038|communications_protocol:0.48287|turing_machine:0.67017|secure_communication:0.51842|communications_system:0.48338,
2966437064,99148,2020,4,2111212957_yo-sung_ho|2101867916_sam_kwong|2133826857_mei_yu|2508586812_yun_zhang,4748|7163|7316|9600,12,mathematics|artificial_intelligence|pattern_recognition|computer_vision|sparse_approximation|distortion|feature_extraction|pooling|video_quality|view_synthesis|flicker|spatial_distortion,0.34756|0.00000|0.45774|0.46301|0.52106|0.55829|0.49904|0.41010|0.64983|0.49956|0.57538|0.00000,mathematics:0.34756|artificial_intelligence:0.00000|pattern_recognition:0.45774|computer_vision:0.46301|sparse_approximation:0.52106|distortion:0.55829|feature_extraction:0.49904|pooling:0.41010|video_quality:0.64983|view_synthesis:0.49956|flicker:0.57538|spatial_distortion:0.00000,
2968674715,99149,2020,3,1250704735_c.-c._jay_kuo|2101867916_sam_kwong|2508586812_yun_zhang,3632|7163|9600,11,mathematics|artificial_intelligence|pixel|pattern_recognition|lossless_compression|image_compression|lossy_compression|sliding_window_protocol|binary_classification|human_visual_system_model|just-noticeable_difference,0.39425|0.00000|0.49433|0.46351|0.57499|0.58832|0.61063|0.48920|0.51360|0.53330|0.52604,mathematics:0.39425|artificial_intelligence:0.00000|pixel:0.49433|pattern_recognition:0.46351|lossless_compression:0.57499|image_compression:0.58832|lossy_compression:0.61063|sliding_window_protocol:0.48920|binary_classification:0.51360|human_visual_system_model:0.53330|just-noticeable_difference:0.52604,
2968755415,99150,2020,3,1740996049_quan_z._sheng|2120459512_jun_han|2705677749_jian_yu,4317|7776|10418,9,computer_science|distributed_computing|software_system|computation|adaptability|first_class|workflow|web_service|service_composition,0.46280|0.46971|0.52765|0.41307|0.62425|0.42623|0.55168|0.55151|0.00000,computer_science:0.46280|distributed_computing:0.46971|software_system:0.52765|computation:0.41307|adaptability:0.62425|first_class:0.42623|workflow:0.55168|web_service:0.55151|service_composition:0.00000,
2969656655,99151,2020,3,2589657406_hongzhi_wang|2130201582_jianzhong_li|2607637236_hong_gao,5205|5206|5207,5,mathematics|artificial_intelligence|machine_learning|sketch|regression_analysis,0.39536|0.00000|0.46096|0.63692|0.41159,mathematics:0.39536|artificial_intelligence:0.00000|machine_learning:0.46096|sketch:0.63692|regression_analysis:0.41159,
2969869240,99152,2020,3,2135188225_chi-wing_fu|2164878939_baoquan_chen|1770354363_christophe_hurter,2430|2897|11784,3,computer_science|theoretical_computer_science|human–computer_interaction,0.43445|0.42234|0.45912,computer_science:0.43445|theoretical_computer_science:0.42234|human–computer_interaction:0.45912,
2969922685,99153,2020,3,2589657406_hongzhi_wang|2130201582_jianzhong_li|2096731881_jing_gao,5205|5206|6783,11,mathematics|artificial_intelligence|machine_learning|distributed_computing|data_integrity|optimization_problem|iterative_method|scalability|conflict_resolution|denial|multi_source_data,0.37273|0.00000|0.45354|0.45855|0.59468|0.50793|0.47986|0.48387|0.46828|0.40375|0.00000,mathematics:0.37273|artificial_intelligence:0.00000|machine_learning:0.45354|distributed_computing:0.45855|data_integrity:0.59468|optimization_problem:0.50793|iterative_method:0.47986|scalability:0.48387|conflict_resolution:0.46828|denial:0.40375|multi_source_data:0.00000,
2969958495,99154,2020,3,2145560065_xiangyang_zhu|2129010269_xinjun_sheng|2298923789_dario_farina,9612|12711|13165,11,mathematics|artificial_intelligence|pattern_recognition|interfacing|gesture|blind_signal_separation|train|gesture_recognition|high_density|electromyography|motor_unit,0.33549|0.00000|0.43606|0.44078|0.48002|0.51059|0.35211|0.60315|0.00000|0.48101|0.50981,mathematics:0.33549|artificial_intelligence:0.00000|pattern_recognition:0.43606|interfacing:0.44078|gesture:0.48002|blind_signal_separation:0.51059|train:0.35211|gesture_recognition:0.60315|high_density:0.00000|electromyography:0.48101|motor_unit:0.50981,
2970027214,99155,2020,3,2133183508_yu-kun_lai|2165502546_paul_l._rosin|2776929763_ming-ming_cheng,7810|9472|10252,12,mathematics|artificial_intelligence|pattern_recognition|computer_vision|deep_learning|cognitive_neuroscience_of_visual_object_recognition|artificial_neural_network|distortion|local_structure|depth_map|convolutional_neural_network|global_structure,0.37694|0.00000|0.47434|0.46376|0.54530|0.50548|0.50465|0.48180|0.00000|0.54071|0.54060|0.00000,mathematics:0.37694|artificial_intelligence:0.00000|pattern_recognition:0.47434|computer_vision:0.46376|deep_learning:0.54530|cognitive_neuroscience_of_visual_object_recognition:0.50548|artificial_neural_network:0.50465|distortion:0.48180|local_structure:0.00000|depth_map:0.54071|convolutional_neural_network:0.54060|global_structure:0.00000,
2970642756,99156,2020,4,2141382980_francisco_herrera|2135965007_xiao-jun_zeng|2149762431_zeshui_xu|2169484477_huchang_liao,2345|12504|13344|13366,8,mathematics|upper_and_lower_bounds|linguistics|fuzzy_logic|correlation|multiple-criteria_decision_analysis|multiple_criteria|correlation_coefficient,0.41915|0.44272|0.37422|0.54672|0.43050|0.50832|0.00000|0.53568,mathematics:0.41915|upper_and_lower_bounds:0.44272|linguistics:0.37422|fuzzy_logic:0.54672|correlation:0.43050|multiple-criteria_decision_analysis:0.50832|multiple_criteria:0.00000|correlation_coefficient:0.53568,
